year,cz,youth_high,youth_low,young_high,young_low,old_high,old_low,annual_wage_high,annual_wage_low,employed_pop_high,employed_pop_low,hourly_wage_high,hourly_wage_low,mean_rent,n_renters,pm25_mean,pm25_n_monitors,ozone_mean,ozone_n_obs,pm25_imputed,imputation_method,pm25_final,pm25_is_imputed,in_returns,in_exemptions,in_agi,out_returns,out_exemptions,out_agi,net_returns,net_exemptions,net_agi,total_emp,total_est,total_payroll,accommodation_food,administrative,agriculture,arts_entertainment,construction,education,finance,health_care,information,management,manufacturing,mining,other_services,professional_services,real_estate,retail,transportation,utilities,wholesale,high_skill_share,pollution_share,lon,lat,total_pop,share_old,share_young,share_high_skill,share_low_skill,skill_wage_premium,log_total_pop,log_pm25_mean,log_ozone_mean,log_mean_rent,log_hourly_wage_high,log_hourly_wage_low,log_total_emp
2015,200.0,,,,,,,,,,,,,,,,,0.0397964987277353,786.0,8.091535305933654,IDW_k5,8.091535305933654,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.3863302341505,35.987334715718056,0.0,,,,,,,,-3.223976342226421,,,,
2019,200.0,,,,,,,,,,,,,,,,,0.0399026683738796,781.0,6.741164719715527,IDW_k5,6.741164719715527,True,,,,,,,,,,485351.0,30873.0,15851095.0,104449.0,21795.0,0.0,27750.0,14918.0,3120.0,8771.0,32234.0,2615.0,3421.0,47323.0,1049.0,15775.0,6006.0,9182.0,77134.0,10940.0,0.0,6478.0,0.1086759891295165,0.0996639545401163,-83.3863302341505,35.987334715718056,0.0,,,,,,,,-3.2213120807841196,,,,13.092627619507056
2000,301.0,,,,,,,,,,,,,,,18.116981,6.0,,,,,18.116981,False,,,,,,,,,,59137.0,6936.0,1164061.0,4463.0,428.0,330.0,178.0,1252.0,604.0,2050.0,4905.0,191.0,516.0,9461.0,3253.0,1641.0,978.0,329.0,8950.0,1959.0,0.0,914.0,0.1475894955780645,0.2205725687809662,-83.56979247146973,36.58038877581842,0.0,,,,,,,2.89684967525457,,,,,10.987612065031541
2010,301.0,,,,,,,,,,,,,,,,,0.0331835930388219,747.0,,,,False,380.0,806.0,10938.0,592.0,1170.0,14370.0,-212.0,-364.0,-3432.0,53058.0,6162.0,1659584.0,6685.0,400.0,122.0,119.0,640.0,0.0,2512.0,5537.0,0.0,0.0,3051.0,6531.0,1190.0,757.0,383.0,8103.0,1798.0,0.0,316.0,0.1659693165969316,0.1828941912623921,-83.56979247146973,36.58038877581842,0.0,,,,,,,,-3.4056997107872853,,,,10.87914093380379
2015,301.0,,,,,,,,,,,,,,,8.738182,8.0,0.0280183770491803,610.0,,,8.738182,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.56979247146973,36.58038877581842,0.0,,,,,,,2.1677021588772214,-3.574894660907791,,,,
2019,301.0,,,,,,,,,,,,,,,7.313115,8.0,0.0287160769230769,598.0,,,7.313115,False,,,,,,,,,,65028.0,4678.0,2088354.0,8081.0,523.0,120.0,210.0,1071.0,1998.0,2505.0,7660.0,401.0,845.0,7813.0,1612.0,1683.0,1069.0,698.0,10272.0,2365.0,397.0,448.0,0.2096481515654794,0.1528879867134157,-83.56979247146973,36.58038877581842,0.0,,,,,,,1.989669311585655,-3.550298141518288,,,,11.082573225354114
1980,302.0,0.0,0.0,15500.0,124580.0,1480.0,47080.0,18967.320169252467,12085.143899073526,14180.0,101460.0,9.99797876942856,6.690074198369264,227.03868562106732,85820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,188640.0,0.25742154368108566,0.7425784563189143,0.09001272264631044,0.9099872773536896,1.494449608924459,12.147595715771198,,,5.425120424199535,2.3023829495072836,1.9006249650157427,
1990,302.0,0.0,0.0,44094.0,114792.0,7530.0,50505.0,34340.98340885835,17693.543847929064,41046.0,98796.0,16.564443356651562,9.898876148401364,378.3401976673976,94401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,216921.0,0.2675397955937876,0.7324602044062124,0.23798525730565506,0.762014742694345,1.6733660577546134,12.287288510938838,,,5.935793784697067,2.807258431604485,2.2924212303331215,
2000,302.0,0.0,0.0,10594.0,43026.0,2598.0,16811.0,46011.96446804166,25412.571298586823,9794.0,35169.0,23.20450566606762,13.730280775481786,530.3775326757689,20581.0,18.582241307692307,91.0,,,,,18.582241307692307,False,,,,,,,,,,1475522.0,104334.0,42335512.0,133651.0,85429.0,104.0,10498.0,86646.0,9871.0,47937.0,152281.0,23703.0,39920.0,104970.0,751.0,68216.0,92099.0,17903.0,201462.0,29929.0,82.0,72549.0,0.2208648871382466,0.0717759545435445,-84.19437717615196,36.023740864121514,73029.0,0.2657711320160484,0.7342288679839516,0.1806405674458092,0.8193594325541907,1.6900241186257454,11.19861190151753,2.922206356233839,,6.273589078765895,3.144346469560287,2.6196036693509597,14.204522383453908
2008,302.0,0.0,0.0,13329.0,46404.0,4680.0,21314.0,56636.49758268744,30302.905711355164,13031.0,39973.0,26.167446471925583,15.897827846884606,761.6020299145299,26208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,85727.0,0.3032183559438683,0.6967816440561316,0.210073839047208,0.789926160952792,1.645976212848062,11.358923107476002,,,6.635424148802556,3.264516137151061,2.766182486490241,
2009,302.0,0.0,0.0,24684.0,91855.0,10295.0,41969.0,60403.51565228502,30050.47665910308,23479.0,78446.0,29.32132797725783,16.286056850880275,710.181722856687,43869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,168803.0,0.30961535043808464,0.6903846495619154,0.20721788119879386,0.7927821188012062,1.8003945488912492,12.036487633497913,,,6.565520884971815,3.378315168532264,2.790309333821131,
2010,302.0,0.0,0.0,24630.0,92194.0,10733.0,43542.0,56035.59501263979,29757.882533652864,23339.0,78448.0,27.253214685552987,16.73058706150268,818.6900408208913,53649.0,,,0.0350210799999999,1575.0,,,,False,12092.0,21662.0,471920.0,11432.0,20216.0,416148.0,660.0,1446.0,55772.0,1491080.0,105218.0,56620212.0,151050.0,130198.0,325.0,9927.0,57000.0,14767.0,58215.0,200449.0,23552.0,23417.0,60569.0,1232.0,70517.0,89778.0,18492.0,177613.0,37684.0,0.0,61768.0,0.2593831316897819,0.0416651018054027,-84.19437717615196,36.023740864121514,171099.0,0.3172140106020491,0.6827859893979509,0.206681511873243,0.793318488126757,1.628945510720483,12.049997615327847,,-3.3518051130796884,6.707705551682654,3.305171484263363,2.8172386047299236,14.215011247572406
2011,302.0,0.0,0.0,25840.0,90545.0,11789.0,43881.0,56459.64269759787,32264.738783053344,25519.0,71967.0,27.95474026046833,17.60917680328034,767.6855514963372,52829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,172055.0,0.32355932695940254,0.6764406730405975,0.21870332161227515,0.7812966783877249,1.587509772476176,12.055569472122738,,,6.643380211149173,3.3305867830910807,2.8684201754348138,
2012,302.0,0.0,0.0,25682.0,90299.0,12907.0,44519.0,52117.45710070085,32672.052954411527,27110.0,74668.0,24.758105067004404,18.009406541658937,869.0192644483362,57100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,173407.0,0.331163101835566,0.6688368981644339,0.22253426908948312,0.7774657309105169,1.3747318663574248,12.06339671160258,,,6.767365293544802,3.2091529128603846,2.8908942070435573,
2013,302.0,0.0,0.0,24150.0,87623.0,12354.0,48766.0,68570.4021560237,32704.856972936665,24304.0,71462.0,32.77825174989819,17.572737030143113,811.7416757571035,57753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,172893.0,0.3535134447317127,0.6464865552682874,0.2111363675799483,0.7888636324200518,1.8652900623091633,12.060428185021848,,,6.699182156242483,3.489765239065439,2.86634866867481,
2015,302.0,0.0,0.0,14016.0,44339.0,7791.0,23499.0,68641.51743236526,33296.08232523284,14083.0,37364.0,34.71175343783516,17.23382733430425,789.1763592692336,27478.0,9.023508184615386,65.0,0.0304774139030612,1568.0,,,9.023508184615386,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,89645.0,0.34904344916057783,0.6509565508394222,0.24325952367672485,0.7567404763232751,2.0141639326245757,11.403612705029527,2.1998331924521493,-3.4907693974633833,6.670989818389646,3.547078345389328,2.846874157868944,
2016,302.0,0.0,0.0,12758.0,43301.0,7370.0,28937.0,59783.96567299006,33818.584997689584,13284.0,38954.0,30.330311703415354,18.11590080292021,821.8294719954702,21193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,92366.0,0.39307753935430784,0.6069224606456921,0.21791568326007404,0.782084316739926,1.6742370160542186,11.433514224545942,,,6.711532918541071,3.412147598713799,2.8967900500176937,
2017,302.0,0.0,0.0,13320.0,43529.0,8196.0,28341.0,74411.44478993419,36722.56616889804,13829.0,38840.0,35.41100670272126,18.7442045218626,792.4468660754546,26612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,93386.0,0.3912470820037265,0.6087529179962735,0.23039856081211316,0.7696014391878868,1.8891709520891682,11.444496720048246,,,6.675125457542183,3.5670226956186246,2.9308846124702623,
2018,302.0,0.0,0.0,14360.0,42929.0,7697.0,28913.0,63898.54983713355,38208.10379290172,15350.0,41024.0,32.861934686806975,19.643636024147025,903.2844170334098,32266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,93899.0,0.38988700625139777,0.6101129937486022,0.23490133015261078,0.7650986698473892,1.672904886163198,11.449975015512383,,,6.806037472853901,3.492314987528637,2.9777534194035815,
2019,302.0,0.0,0.0,28652.0,87334.0,15839.0,57659.0,65143.15805574439,38821.896749131054,29420.0,78256.0,33.638004554861176,20.074709811969164,944.2730664370785,55752.0,7.460608439024391,41.0,0.0317894948519948,1554.0,,,7.460608439024391,False,,,,,,,,,,1922015.0,105370.0,88825321.0,189864.0,193217.0,295.0,21147.0,75455.0,19800.0,75420.0,246241.0,25905.0,39045.0,117577.0,865.0,77824.0,114296.0,22155.0,215739.0,66308.0,56.0,79527.0,0.2506026227682926,0.0618064895435259,-84.19437717615196,36.023740864121514,189484.0,0.3878849929281628,0.6121150070718372,0.2348008275105022,0.7651991724894978,1.6756408869634147,12.152059867222297,2.009636971080755,-3.4486193943399757,6.850415389609878,3.5156565157134363,2.999460804533786,14.468884672852369
2020,302.0,0.0,0.0,32673.0,89195.0,18779.0,53565.0,71986.15473693043,42669.9871564736,35751.0,79106.0,39.44489756469797,21.91751215585619,950.4747609471826,48734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,194212.0,0.3725001544703726,0.6274998455296275,0.26492698700389267,0.7350730129961074,1.799697761507051,12.17670562489736,,,6.856961608127416,3.674904699628938,3.0872859590991877,
2021,302.0,0.0,0.0,30566.0,88928.0,19109.0,56731.0,70657.27296296296,43803.47476170239,32400.0,82355.0,36.124533073601874,23.26344974030922,991.7249100499528,57254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,195334.0,0.38825806055269435,0.6117419394473056,0.25430800577472434,0.7456919942252757,1.5528450628286612,12.182466192854498,,,6.899445760410398,3.586972221050846,3.1468834482304726,
2022,302.0,0.0,0.0,140508.0,242204.0,68225.0,144382.0,83666.52010596899,44893.89295737728,145703.0,221267.0,42.22978652915135,23.62399752977437,1255.5788032614655,215118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,595319.0,0.35713121872475095,0.642868781275249,0.35062378321538534,0.6493762167846147,1.7875800433828897,13.29685267531282,,,7.13535194306476,3.7431258139757313,3.162263039877375,
2023,302.0,0.0,0.0,231607.0,336486.0,96002.0,201760.0,87462.92661621784,45571.71144137519,238922.0,303259.0,44.05039956968358,24.774276108556798,1374.0826391283567,330594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.19437717615196,36.023740864121514,865855.0,0.3438936080521565,0.6561063919478435,0.37836473774477253,0.6216352622552275,1.7780700988663394,13.671472737035911,,,7.225541615899685,3.7853344231624693,3.209805861163823,
1980,401.0,0.0,0.0,9140.0,103420.0,1460.0,32720.0,20836.85614849188,12375.366636113657,8620.0,87280.0,10.339395460943296,6.991888038466207,232.73166368515209,67080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.4749287435779,36.24684647279623,146740.0,0.23292899005042933,0.7670710099495707,0.07223660896824315,0.9277633910317569,1.4787701696681377,11.896417592267985,,,5.449886131894388,2.3359614013114336,1.9447506254198517,
1990,401.0,0.0,0.0,37068.0,94302.0,5970.0,39402.0,36664.780928503504,19877.914765240308,34701.0,86514.0,17.54702764199766,11.02460977398219,414.61541924592007,79965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.4749287435779,36.24684647279623,176742.0,0.2567131751366398,0.7432868248633602,0.2435074854873205,0.7564925145126795,1.5916234680168195,12.082446321065454,,,6.027351389965985,2.8648845704396435,2.4001300260563627,
2000,401.0,0.0,0.0,47785.0,105846.0,9244.0,41845.0,53184.49455400519,26863.531612380622,45079.0,93824.0,24.740851346528075,14.56225761616109,570.2449508907691,94076.0,16.464761166666666,24.0,,,,,16.464761166666666,False,,,,,,,,,,1113962.0,73268.0,33500354.0,79109.0,74340.0,26.0,7657.0,69699.0,14450.0,68382.0,98403.0,10788.0,43320.0,114490.0,0.0,46157.0,45405.0,10802.0,130149.0,25752.0,222.0,39824.0,0.2131383296737231,0.1029999227980846,-80.4749287435779,36.24684647279623,204720.0,0.24955549042594763,0.7504445095740524,0.27857073075420086,0.7214292692457991,1.6989708600588724,12.22939847083367,2.801222410206369,,6.346066006922351,3.2084557781155243,2.6784330868036124,13.92343358757697
2008,401.0,0.0,0.0,56630.0,107351.0,15178.0,46528.0,61995.099872267165,31584.835326363256,54019.0,90482.0,30.046071639034768,17.567512824540003,739.7020112231216,100685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.4749287435779,36.24684647279623,225687.0,0.2734140646116081,0.7265859353883919,0.318175171808744,0.681824828191256,1.7103201767448553,12.326904362564576,,,6.6062474175614945,3.4027319249492702,2.8660513340990343,
2009,401.0,0.0,0.0,110630.0,229556.0,29429.0,95031.0,62039.92002365713,31098.47040918589,104831.0,187592.0,30.54751270326256,17.185153930907695,753.0903890608471,204184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.4749287435779,36.24684647279623,464646.0,0.2678598330772244,0.7321401669227756,0.30143162751858404,0.698568372481416,1.777552463369124,13.04903110431828,,,6.624185259189261,3.419283265061226,2.8440458675446427,
